claim_id,piece_id,verbatim_phrase,quote,source_url
1952db405a4c,sibelius_d_minor_mvt1,extended cadenza for unaccompanied violin,"A tense section featuring trills leads to ""a powerful new theme for orchestra,"" followed by an extended cadenza for unaccompanied violin.",https://houstonsymphony.org/sibelius-violin-concerto/
1320abb2cb4b,shostakovich_concerto1_mvt3_passacaglia,extended cadenza which grows in intensity,"an extended cadenza which grows in intensity, brings a ferocious restatement of the DSCH motif, and delivers us into the final movement.",https://thelistenersclub.com/2023/03/10/shostakovichs-first-violin-concerto-dangerous-music-for-the-desk-drawer/
1616eda2131a,ravel_tzigane,"extended solo violin cadenza, initially confined to a single string","The work opens with an extended solo violin cadenza, initially confined to a single string, before expanding into a rhapsodic structure",https://lansdowneso.org/ravel-tzigane/
952c65222279,strauss_sonata_eb_mvt1,extended the technical capabilities of the violin,"it is actually a ""significant artistic and maturational turning point,"" which extended the technical capabilities of the violin.",https://www.o-em.org/wp/strauss-sonata-interpretations/
530a8ae1a316,wieniawski_legende,"extreme dynamics, slides, and octaves","you can hear Wieniawski's longing in the phrasing, along with an emotional intensity in his use of extreme dynamics, slides, and octaves.",https://musichistoryfsu.wordpress.com/2015/03/07/henryk-wieniawski-1835-1880-and-legende/
6c6859c7c7fa,sibelius_d_minor_mvt3,extreme virtuosity,"From the first solo entrance the violin is given all the attention, with the orchestra staying in the background and the soloist asked to present a show of extreme virtuosity.",https://www.thestrad.com/artists/masterclass-leonidas-kavakos-on-the-sibelius-violin-concerto/7349.article
2267563a6f1a,paganini_caprice_24,extremely fast scales and arpeggios including minor scales,"extremely fast scales and arpeggios including minor scales, left hand pizzicato, high positions, and quick string crossings.",https://en.wikipedia.org/wiki/Caprice_No._24_(Paganini)
4e59d0868ec6,kreisler_praeludium_allegro,famous bariolage section,The famous bariolage section from mm. 121 to 143 contains several different challenges.,https://stringsmagazine.com/creativity-and-technique-come-together-in-fritz-kreislers-praeludium-and-allegro/
c52d463d5bf4,paganini_caprice_4,fast passages with many challenging double stops,passages that alter between slow passages with multiple voices and fast passages with many challenging double stops.,https://en.wikipedia.org/wiki/24_Caprices_for_Solo_Violin_(Paganini)
2a5337518024,paganini_caprice_5,fast ricochet bowings,Caprice No. 5 focuses on fast ricochet bowings. It begins and ends with a section of ascending arpeggios followed by descending scales.,https://en.wikipedia.org/wiki/24_Caprices_for_Solo_Violin_(Paganini)
57fdcf5ce221,haydn_c_major_hobviia1_mvt1,fast runs,"intonation, string crossings, shifting, legato, staccato, portato, fast runs, ornaments, trills, double stops, chords, vibrato, articulation, dynamics","https://www.violinwiki.org/wiki/Violin_Concerto_No._1_in_C_major,_Hob._VIIa:1,_1st_Movement_(Haydn,_Franz_Joseph)"
c12f559b2ace,mendelssohn_e_minor_mvt1,fast runs,"intonation, string crossings, shifting, legato, staccato, portato, ricochet, fast runs, sustained tone, ornaments, trills, harmonics","https://www.violinwiki.org/wiki/Violin_Concerto_No._2_in_E_minor,_Op._64,_MWV_O_14,_1st_Movement_(Mendelssohn-Bartholdy,_Felix)"
baf5fcb01fe1,mendelssohn_e_minor_mvt3,fast runs,"portato, ricochet, fast runs, sustained tone, ornaments, trills, harmonics, right hand pizzicato, chords","https://www.violinwiki.org/wiki/Violin_Concerto_No._2_in_E_minor,_Op._64,_MWV_O_14,_3rd_Movement_(Mendelssohn-Bartholdy,_Felix)"
6ce2df2284df,kreisler_recitativo_scherzo_caprice,"fast-paced tempo, often in the upper range of the instrument","The technical difficulties challenge the player along with its fast-paced tempo, often in the upper range of the instrument",https://scholarworks.uni.edu/agss/2018/all/49/
37423057b0cf,ysaye_sonata6,feathery flurry of sixths,"in each note, each ornament, each double stop, each feathery flurry of sixths—a prompt for action.",https://www.maramarietta.com/the-arts/music/classical/ysaye/
95d63b6746c4,wieniawski_scherzo_tarantelle,fiery double-stops to the whirlwind scales,"every phrase crackles with intensity, from the fiery double-stops to the whirlwind scales that seem to defy gravity.",https://interlude.hk/henryk-wieniawskis-dazzling-decade-10-most-electrifying-showstoppers/
e86ba39e38aa,ernst_last_rose_variations,filigreed version of the melody accompanied by simultaneous left-handed pizzicato,including a filigreed version of the melody accompanied by simultaneous left-handed pizzicato.,https://interlude.hk/hardest-violin-pieces-ever-writtenthe-10-most-technically-demanding-works-in-the-repertoire/
dc8a7932d60d,saint_saens_havanaise,final incredibly high note,The dynamic slowly drops before the final incredibly high note is played by the soloist,https://classicalexburns.com/2022/02/21/camille-saint-saens-habanera-happiness/
6dc8d160cac9,_general,"fingers binary 'down' or 'not down', not gradual","Even when playing slowly, there isn't a gradual element in the fingers—it's a binary 'down' or 'not down.'",https://stringsmagazine.com/rethinking-your-approach-to-intonation-on-violin/
4fbdbc9408fc,_general,"fingers descend in a natural arc from a relaxing base knuckle, rebound on release","fingers should descend in a natural arc from a relaxing base knuckle, aiming to crisply clear the note's threshold with a sense of rebound on release",https://stringsmagazine.com/rethinking-your-approach-to-intonation-on-violin/
1aad2f5bc8da,_general,flat hair on the down bow to get a thicker tone,Try using a flat hair on the down bow to get a thicker tone. Draw with the fingers working closely together and the palm facing out.,https://www.thestrad.com/playing-hub/aaron-rosand-on-how-to-produce-a-beautiful-tone/264.article
341652c8cabd,_general,"flautato — high-speed bowing with little pressure, whistling transparent sound","flautato, a high-speed bowing technique with little pressure that creates a whistling, transparent sound",https://www.lvlmusicacademy.com/bowing-techniques-violinists/
e3821d0333ec,sarasate_zigeunerweisen,flying spiccato and ricochet bowings,"the melody...is punctuated with difficult runs and other technically demanding figures, including flying spiccato and ricochet bowings.",https://rhapsodyinwords.com/tag/zigeunerweisen-gypsy-airs-opus-20/
c04abf49d785,sarasate_zigeunerweisen,flying spiccato and ricochet bowings,"the melody is punctuated with difficult runs and other technically demanding figures, including flying spiccato and ricochet bowings.",https://en.wikipedia.org/wiki/Zigeunerweisen
3263784ecb7b,_general,"flying spiccato — several notes on one stroke, almost vertically jumping from the string","flying spiccato, where you play several notes on one stroke, almost vertically jumping from the string",https://www.lvlmusicacademy.com/bowing-techniques-violinists/
3155a984a55e,ysaye_sonata2_mvt1,formidable quadruple stopping in pizzicato,"The ""Danse des ombres"" opens ""with some formidable quadruple stopping in pizzicato""",https://www.maramarietta.com/the-arts/music/classical/ysaye/
3ade3c8c6d92,ysaye_sonata1_mvt1,four-note chords and motivic insistence on rising minor seconds,"The work features four-note chords and motivic insistence on rising minor seconds. A passage played ""sul ponticello, near the bridge"" creates shadowy effects.",https://www.maramarietta.com/the-arts/music/classical/ysaye/
9e302d3a9473,sarasate_zigeunerweisen,"free rubato sections, mastering slurred staccato and ricochet passages","navigating free rubato sections, mastering slurred staccato and ricochet passages, and tackling virtuosic left-hand passages.",https://strings.tonebase.co/online-violin-courses/vln-timothy-chooi-sarasate-zigeunerweisen
c02b438f27cc,haydn_c_major_hobviia1_mvt1,frequent use of arpeggios,"The solo part has wide melodic leaps, long strings of harmonic sequences, and frequent use of arpeggios.",https://www.riphil.org/the-story-behind-haydn-s-violin-concerto-in-c-major
cd93a7d6855a,ysaye_sonata1_mvt1,fugato in second position,"a shadow sonata after Bach's first, following a similar slow-fast-slow-fast structure with a fugato in second position.",https://www.hyperion-records.co.uk/dw.asp?dc=W7754_66940
c4dae75c4a5a,massenet_meditation_thais,"full command of bow speed, pressure, and contact point","Without full command of bow speed, pressure, and contact point, the tone collapses into scratchy or whispery territory.",https://www.ciximusic.com/can-beginner-violinists-learn-meditation-thais
e83046bb502f,kreisler_praeludium_allegro,"get to know the entire violin fingerboard and its positions, and shift from one position to another very quickly","it requires the violinist to get to know the entire violin fingerboard and its positions, and also to be able to shift from one position to another very quickly, with a clean sound",https://www.cmuse.org/kreisler-praeludium-and-allegro-difficulty/
5a9fbba81ff7,ysaye_sonata2_mvt1,"ghostly ponticello, abraded wisps of sound produced by bowing close to the bridge","full of big contrasts between demonic outbursts and ghostly _ponticello_, abraded wisps of sound produced by bowing close to the bridge of the instrument.",https://www.laphil.com/musicdb/pieces/3446/sonata-in-a-minor-for-solo-violin-obsession-op-27-no-2
5b5b4c930168,ysaye_sonata1_mvt1,ghostly tremolo sul ponticello coda,"Features ""ghostly tremolo sul ponticello coda of the Grave""",https://www.maramarietta.com/the-arts/music/classical/ysaye/
81ce75f80f50,lalo_symphonie_espagnole_mvt1,glissando,"intonation, glissando, harmonics, ornaments, legato, staccato, 1-15th position, chords, vibrato, articulation, dynamics","https://www.violinwiki.org/wiki/Symphonie_espagnole,_Op._21,_1st_Movement_(Lalo,_%C3%89douard)"
ccba725e3e1e,bartok_sonata2_mvt1,glissando and portamento techniques from Roma fiddling,"Bartók incorporates glissando and portamento techniques from Roma fiddling, exploiting the spaces between piano keys.",https://www.hollywoodbowl.com/musicdb/pieces/3526/sonata-no-2-for-violin-and-piano-sz-76
05fe51eb1bf8,sarasate_carmen_fantasy,"glissando, flageolet, and pizzicato techniques","Features Aragonaise material with glissando, flageolet, and pizzicato techniques.",https://en.wikipedia.org/wiki/Carmen_Fantasy_(Sarasate)
f60b21bc2917,lalo_symphonie_espagnole_mvt5,glissandos,"all filled with virtuoso ""tricks""—pizzicatos, quick alternation between high and low registers, and glissandos, among others.",https://www.runyanprogramnotes.com/program_note/symphonie-espagnole-op-21/
3e10e6fef945,bruch_g_minor_mvt1,"groups of seven and ten notes, dotted rhythms, and 32nds","These measures contain rhythmic irregularities—groups of seven and ten notes, dotted rhythms, and 32nds—that would seem tame if written regularly.",https://stringsmagazine.com/mastering-the-irregular-rhythmic-passages-in-the-first-movement-of-the-bruch-violin-concerto-no-1-in-g-minor/
c3c36aa032ce,ysaye_sonata4_mvt1,hardly seems a moment when at least two strings are not being engaged,the enthralling Finale—during which there hardly seems a moment when at least two strings are not being engaged—closes the most notoriously demanding piece of the set.,https://ecmreviews.com/2012/03/29/ysaye-sonates/
df3f6154b39a,ernst_last_rose_variations,harmonics,"Notice the combination of dazzling violinistic effects employed, from double stops and left hand pizzicato to harmonics, up bow staccato and spiccato bowing.",https://thelistenersclub.com/2013/09/02/the-last-rose-of-summer/
50b129ea9d25,lalo_symphonie_espagnole_mvt1,harmonics,"intonation, glissando, harmonics, ornaments, legato, staccato, 1-15th position, chords, vibrato, articulation, dynamics","https://www.violinwiki.org/wiki/Symphonie_espagnole,_Op._21,_1st_Movement_(Lalo,_%C3%89douard)"
4f74a3f9af8a,mendelssohn_e_minor_mvt1,harmonics,"sustained tone, ornaments, trills, harmonics, double stops, broken octaves, vibrato","https://www.violinwiki.org/wiki/Violin_Concerto_No._2_in_E_minor,_Op._64,_MWV_O_14,_1st_Movement_(Mendelssohn-Bartholdy,_Felix)"
7438586e566e,mendelssohn_e_minor_mvt3,harmonics,"sustained tone, ornaments, trills, harmonics, right hand pizzicato, chords, vibrato","https://www.violinwiki.org/wiki/Violin_Concerto_No._2_in_E_minor,_Op._64,_MWV_O_14,_3rd_Movement_(Mendelssohn-Bartholdy,_Felix)"
b7a99dd3df2b,ravel_tzigane,harmonics,"double stops at the octave, followed by trills, harmonics, and more exciting fireworks.",https://fugueforthought.de/2016/08/04/ravel-tzigane/
a64c0d6f912d,ravel_tzigane,harmonics... on and off at frightening speed,This happens on and off at frightening speed with much of the rest of the quartet.,https://fugueforthought.de/2016/08/04/ravel-tzigane/
7d14c8baa7af,_general,hear the new pitch in your head before shifting to it,Always HEAR the new pitch in your head before shifting to it. You will seriously be surprised at how quickly this improves your intonation accuracy in shifting.,https://heatherkayeviolin.com/how-to-improve-your-violin-shifting/
2ed7a89bfdd0,beethoven_d_major_mvt1,high ascending octaves (no room for an error in intonation),the soloist finally enters with a daring passage of high ascending octaves (no room for an error in intonation) playing in quasi-improvisatory fashion,https://www.indianapolissymphony.org/backstage/program-notes/beethoven-concerto-for-violin-and-orchestra/
2b41414769ac,paganini_caprice_24,high positions,"left hand pizzicato, high positions, and quick string crossings.",https://en.wikipedia.org/wiki/Caprice_No._24_(Paganini)
d1a02f387b02,paganini_caprice_13,high speed runs that exercise left hand flexibility and position shifting,"The second part consists of high speed runs that exercise left hand flexibility and position shifting, and right-hand high-speed string changing and detache bowing.",https://en.wikipedia.org/wiki/24_Caprices_for_Solo_Violin_(Paganini)
6fe652762295,sibelius_d_minor_mvt3,high violin harmonics,"Subsequent variations include ""high violin harmonics.""",https://houstonsymphony.org/sibelius-violin-concerto/
d66cfa44d6d2,ernst_erlkonig,"highly polyphonic nature, solo violin having to perform 4 independent voices","The work is characterized by its highly polyphonic nature, the solo violin having to perform the narrator, the Erlkönig, the father, and the child (4 independent voices) in their different vocal colourations, while maintaining an accompaniment at the same time.",https://en.wikipedia.org/wiki/Erlk%C3%B6nig_(Schubert)
952d9f7340dc,ligeti_concerto_mvt5,horribly challenging cadenza,In the last movement he uses Thomas Adès's superb – and horribly challenging – cadenza.,https://www.thestrad.com/reviews/augustin-hadelich-brahms-ligeti/9137.article
7305e63e525e,saint_saens_intro_rondo_capriccioso,huge leaps and brilliant arpeggios,"The rondo theme, marked ""Allegro ma non troppo,"" displays Spanish character with ""huge leaps and brilliant arpeggios.""",https://redwoodsymphony.org/piece/introduction-and-rondo-capriccioso/
fb58c064a2af,wieniawski_legende,hushed opening on the g string against a d string drone,the violin plays this hushed opening on the g string against a d string drone.,https://catthecynic.wixsite.com/catsmusicalmusings/post/wieniawski-s-legende-ary-love
e99a7430fa6f,bach_fugue_c_major_bwv1005,implied part-writing spinning two- and three-voice textures at dazzling speed,the Allegro assai finale demonstrates implied part-writing spinning two- and three-voice textures at dazzling speed,https://vanrecital.com/2014/04/program-notes-christian-tetzlaff
e568d9d0f050,mendelssohn_e_minor_mvt3,incredibly dexterous passage work,"The main theme is exhilarating and unbridled. It is also relentless, requiring incredibly dexterous passage work from the soloist.",https://coloradomusicfestival.org/mendelssohns-violin-concerto-a-jewel-that-changed-a-genre/
107ea1862536,paganini_caprice_17,incredibly difficult octave passage,The middle section is famous for the incredibly difficult octave passage.,https://en.wikipedia.org/wiki/24_Caprices_for_Solo_Violin_(Paganini)
5c38777fff21,ysaye_sonata4_mvt1,inner melodic voice plays in left-hand pizzicato,"The Sarabande uses ""different typefaces...to indicate the voice leading and in which an inner melodic voice plays in left-hand pizzicato""",https://www.maramarietta.com/the-arts/music/classical/ysaye/
c7abcd11746a,bach_adagio_g_minor_bwv1001,inner-ear sensitivity to implied polyphonic and harmonic textures,the keenest musical insights and inner-ear sensitivity to implied polyphonic and harmonic textures,https://www.laphil.com/musicdb/pieces/3505/sonata-no-1-in-g-minor-for-solo-violin-bwv-1001
219ae0a0ed4e,ysaye_sonata3_ballade,introduction featuring double stops,"preceded by an introduction featuring double stops and a ""recitativo"" section with chromatic melody.",https://www.maramarietta.com/the-arts/music/classical/ysaye/
eb07f720a6f7,ysaye_sonata3_ballade,introductory passages—a recitative and a passage largely in sixths,"with ""introductory passages—a recitative and a passage largely in sixths.""",https://www.hyperion-records.co.uk/dc.asp?dc=D_CDA67993
029c98baa19f,lalo_symphonie_espagnole_mvt4,jumping from third to twelfth position in only two octaves,"The opening of this concerto is extremely famous, jumping from third to twelfth position in only two octaves.",https://violinlounge.com/article/31-violin-concertos-ranked-by-difficulty-level/
4e8709676324,lalo_symphonie_espagnole_mvt5,jumping from third to twelfth position in only two octaves,"The opening of this concerto is extremely famous, jumping from third to twelfth position in only two octaves.",https://violinlounge.com/article/31-violin-concertos-ranked-by-difficulty-level/
778796b2d931,bach_chaconne,kaleidoscope of technical devices pushing the boundaries of the baroque violinist's art,"a kaleidoscope of technical devices both pushing the boundaries of, and summarizing, we might say, the baroque violinist's art",https://www.hyperion-records.co.uk/tw.asp?w=W6736
d43e2fc40939,_general,keep elbow at right angle when changing strings,"Maintain this squared position as you play, ensuring your arm retains the right angle when changing strings.",https://www.lvlmusicacademy.com/bowing-techniques-violinists/
0417a610022a,_general,"keep left wrist straight, don't let violin neck rest on palm or wrist",Keep your wrist straight. Don't let the violin neck rest on your palm or wrist. This incorrect hand position will make it impossible to do vibrato on the violin,https://meadowlarkviolin.com/violinblog/when-should-i-learn-vibrato
c5c0e3490782,_general,keep the bow flat on the strings,beginners and intermediate players should focus on keeping the bow flat on the strings for better control and depth of sound,https://www.lvlmusicacademy.com/bowing-techniques-violinists/
b4c7efc822be,shostakovich_concerto1_mvt3_passacaglia,klezmer theme in the violin's highest register,"Climaxing with the return of the klezmer theme in the violin's highest register, the cadenza then accelerates into the finale.",https://houstonsymphony.org/shostakovich-violin-concerto-1/
78431b5cdff9,beriot_scene_de_ballet,"la gamme muette: extremely light, slow and sustained bowing in scales","He perpetuates Viotti's ""la gamme muette"" practice technique which involves extremely light, slow and sustained bowing in scales",https://www.thestrad.com/bringing-singing-to-violin-technique-charles-auguste-de-beriot/1155.article
37de0bc9bdd9,bach_preludio_e_major_bwv1006,large-muscle motion from the shoulder changing arm angles to accommodate different strings,"Large-muscle motion from the shoulder involves changing arm angles to accommodate different strings. The G string requires a higher arm position, with progressive drops for D, A, and E strings.",https://stringsmagazine.com/all-motions-great-small-how-to-practice-string-crossing-technique-for-bariolage/
206d87a2473d,ysaye_sonata3_ballade,larger-than-octave leaps,"The Lento molto sostenuto section that opens the movement is both precise and emotional, with longing half-steps and daunting larger-than-octave leaps.",https://www.laphil.com/musicdb/pieces/4590/violin-sonata-in-d-minor-op-27-no-3-ballade
7f89ff5c715c,_general,laying the bow lightly upon the strings at the first contact,"This depends on laying the bow lightly upon the strings at the first contact, and on gently pressing it afterwards",https://www.thestrad.com/playing-hub/7-ways-to-improve-your-tone/170.article
da01c1dd41ef,_general,least amount of pressure possible to press the string down,Use the Least Amount of Pressure Possible to Press the String Down,https://meadowlarkviolin.com/violinblog/when-should-i-learn-vibrato
b01b678f22d6,sarasate_zigeunerweisen,"left and right hand coordination, executing shifts","invaluable guidance on left and right hand coordination, executing shifts, refining sound production",https://strings.tonebase.co/online-violin-courses/vln-timothy-chooi-sarasate-zigeunerweisen
c6d82612b76c,beriot_scene_de_ballet,left and right-hand pizzicato,"along with discussions of trills and other specific ornaments, left and right-hand pizzicato, and natural and artificial harmonics in single- and double-stopping.",https://www.thestrad.com/bringing-singing-to-violin-technique-charles-auguste-de-beriot/1155.article
7b1b5dd7c872,ernst_last_rose_variations,left hand pizzicato,"Notice the combination of dazzling violinistic effects employed, from double stops and left hand pizzicato to harmonics, up bow staccato and spiccato bowing.",https://thelistenersclub.com/2013/09/02/the-last-rose-of-summer/
113f218d49e3,paganini_caprice_24,left hand pizzicato,"tremendously fast scales and arpeggios, double and triple stops, left hand pizzicato, parallel octaves and tenths, rapid shifting",https://en.wikipedia.org/wiki/24_Caprices_for_Solo_Violin_(Paganini)
49d8ad7c2a5e,paganini_caprice_24,left hand pizzicato,"extremely fast scales and arpeggios including minor scales, left hand pizzicato, high positions, and quick string crossings.",https://en.wikipedia.org/wiki/Caprice_No._24_(Paganini)
64235db2d225,tchaikovsky_d_major_mvt1,"left hand should also provide maximum articulation, popping down on the fingerboard","The left hand here should also provide maximum articulation, ""popping down on the fingerboard"".",https://www.tonebase.co/violin-blog-posts/tchaikovsky-violin-concerto
33588321ad1d,mendelssohn_e_minor_mvt1,left hand will move from chord to chord,Your left hand will not be playing these as separate notes—it will move from chord to chord.,https://stringsmagazine.com/the-spiccato-bariolage-passage-of-mendelssohns-violin-concerto-is-one-challenge-among-many/
a70d98b500d0,ernst_erlkonig,left-hand pizzicato,"This is accomplished through the use of double, triple and quadruple stops, artificial harmonics and left-hand pizzicato.",https://en.wikipedia.org/wiki/Erlk%C3%B6nig_(Schubert)
40c75f1b4357,schoenberg_violin_concerto_mvt1,left-hand pizzicato intertwined with the rest of the bowed solo part,(what I assume is left-hand) pizzicato intertwined with the rest of the bowed solo part.,https://fugueforthought.de/2017/09/01/schoenberg-violin-concerto-op-36/
0219b3642201,ernst_erlkonig,left-hand pizzicato to pluck out the melody while a running scale accompaniment plays on,cross-string arpeggios and the use of left-hand pizzicato to pluck out the melody while a running scale accompaniment plays on.,https://www.flyinginkpot.com/1998/05/inkpot53-classical-music-reviews-ernst-music-for-violin-turbanbria-claves/
985f20a82780,ernst_last_rose_variations,left-hand pizzicato to pluck out the melody while a running scale accompaniment plays on,the use of left-hand pizzicato to pluck out the melody while a running scale accompaniment plays on.,https://www.flyinginkpot.com/1998/05/inkpot53-classical-music-reviews-ernst-music-for-violin-turbanbria-claves/
9904c59cbe34,berg_violin_concerto,lengthy violin harmonic notes,"Another passacaglia, here of shifting stillness, ensued, lengthy violin harmonic notes eventually rudely assailed",https://boulezian.blogspot.com/2023/02/kopatchinskajalsoroth-ligeti-and.html
e0e4bd9b67ee,wieniawski_polonaise_1_d_major,lightning-fast scales and jaunty phrases,"Wieniawski infuses the stately rhythm with a playful edge, tossing in lightning-fast scales and jaunty phrases",https://interlude.hk/henryk-wieniawskis-dazzling-decade-10-most-electrifying-showstoppers/
25cad9f5788b,_general,liquidity of position-changes,"His fingers appeared to caress the fingerboard with the minimum of perceived effort and height, and the liquidity of his position-changes made the potentially hazardous appear graceful.",https://www.thestrad.com/artists/remembering-the-great-violinist-david-oistrakh/4547.article
8d1f38e73993,_general,"little finger raised through most of the stroke, contacting stick to counterbalance bow change","The little finger was raised through most of the stroke, only coming into contact with the stick as the heel approached and departed the violin so as to counterbalance each bow change",https://www.thestrad.com/artists/remembering-the-great-violinist-david-oistrakh/4547.article
fd918dbf1b09,schoenberg_violin_concerto_mvt1,little finger to become longer,I want the concerto to be difficult and I want the little finger to become longer.,https://boulezian.blogspot.com/2020/03/the-violinist-is-really-playing-fiddle.html
a73926d24469,bartok_sonata2_mvt1,long legato phrases,On the whole the violin part is dominated by long legato phrases and the piano part by chord progressions,https://www.westcorkmusic.ie/works/violin-sonata-no-2-sz-76/
54a122abce70,sarasate_zigeunerweisen,"long spiccato runs, along with double stops, artificial harmonics and left-hand pizzicato","The challenging solo part consists mainly of long spiccato runs, along with double stops, artificial harmonics and left-hand pizzicato",https://rhapsodyinwords.com/tag/zigeunerweisen-gypsy-airs-opus-20/
2d425fcdc895,sarasate_zigeunerweisen,"long spiccato runs, along with double stops, artificial harmonics and left-hand pizzicato","The challenging solo part consists mainly of long spiccato runs, along with double stops, artificial harmonics and left-hand pizzicato in 2/4 time.",https://en.wikipedia.org/wiki/Zigeunerweisen
cc6616e19188,vivaldi_rv356_mvt1,low first finger or a low fourth finger,"You have the option to use a low first finger or a low fourth finger here, depending on what's more comfortable for you.",https://kennedyviolins.com/blogs/education-center/suzuki-book-4-vivaldi-concerto-in-a-minor-1st-movement-violin-play-along-lesson
1aa20828a8b0,paganini_moto_perpetuo,machine-gun sixteenth notes never once stop through 187 measures,The machine-gun sixteenth notes never once stop through 187 measures of music.,https://jackbellpercussion.com/performing-paganinis-perpetual-motion/
03063d283adc,shostakovich_concerto1_mvt4_burlesque,"mad, virtuoso fiddle music","Its mad, virtuoso fiddle music brings the concerto to an unsettling, but thrilling conclusion.",https://houstonsymphony.org/shostakovich-violin-concerto-1/
75db89db0a4c,vieuxtemps_5_mvt1,magnificent polyphonic meditation,"A cadenza follows, described as ""a magnificent polyphonic meditation"" rather than merely a display vehicle.",https://www.hyperion-records.co.uk/dw.asp?dc=W12926_67798
31c7a0ef0c99,wieniawski_legende,main theme is played Sul G,"we are brought back to the A section as the main theme is played Sul G, taking on a stormy character.",https://catthecynic.wixsite.com/catsmusicalmusings/post/wieniawski-s-legende-ary-love
b369448a3b51,bach_fugue_c_major_bwv1005,maintaining sound and sonority at the fast pace,"The work demands both speed and clarity: ""One challenge is maintaining sound and sonority at the fast pace.""",https://www.rolf-musicblog.net/bach-sonata-no-3-in-c-major-for-violin-solo-bwv-1005/
7998ab07ef0c,ysaye_sonata2_mvt1,Malinconia with mute,"incorporation of the ""Dies irae"" plainchant motif across movements, including ""Malinconia"" with mute and ""Les furies.""",https://www.hyperion-records.co.uk/dc.asp?dc=D_CDA67993
9db47208b574,vivaldi_rv356_mvt1,"martellato marking (indicating strong, detached notes) along with staccato","We see another martellato marking (indicating strong, detached notes) along with staccato. Here, it's important to keep the bow movement crisp and deliberate.",https://kennedyviolins.com/blogs/education-center/suzuki-book-4-vivaldi-concerto-in-a-minor-1st-movement-violin-play-along-lesson
32c4420e7170,_general,martelé lancé — longer stroke with higher bow speed and firm accents,"martelé lancé, a longer stroke with higher bow speed and firm accents",https://www.lvlmusicacademy.com/bowing-techniques-violinists/
35884c170b9e,tchaikovsky_d_major_mvt1,Martelé stroke and double down-bows,"Kim suggests bowing in measure 63 with a Martelé stroke and double down-bows, giving this segment a slightly heavier, grounded feeling.",https://www.tonebase.co/violin-blog-posts/tchaikovsky-violin-concerto
780298354e0c,_general,"martelé — each note begins with distinct accent, slight pause between notes","With martelé, each note begins with a distinct accent, and there's a slight pause between the notes.",https://www.lvlmusicacademy.com/bowing-techniques-violinists/
b90b62ec6d54,shostakovich_concerto1_mvt3_passacaglia,massive cadenza connecting the great Passacaglia and the fourth movement,"The concerto was vast, in four movements with a massive cadenza connecting the great Passacaglia and the fourth movement.",https://tarisio.com/lso-digital-exhibition/shostakovich-oistrakh-kavakos/
bf0043f8f08d,sarasate_zigeunerweisen,mastering harmonics and intricate left-hand passage work,from mastering harmonics and intricate left-hand passage work to executing precise pizzicato and fast shifts.,https://strings.tonebase.co/online-violin-courses/vln-timothy-chooi-sarasate-zigeunerweisen
cb35e6155c0f,_general,"medium–fast, full bow strokes delivering a full-throated sound","His medium–fast, full bow strokes delivered a full-throated sound midway between Milstein's satin purity and Stern's galvanising strength.",https://www.thestrad.com/artists/remembering-the-great-violinist-david-oistrakh/4547.article
d46509def009,ligeti_concerto_mvt5,microtonal,The Violin Concerto emerged in context as a microtonal dance of something between life and death,https://boulezian.blogspot.com/2023/02/kopatchinskajalsoroth-ligeti-and.html
20da7187e6fc,vivaldi_rv356_mvt1,move from the lower half of the bow to the upper half,"You'll notice that we move from the lower half of the bow to the upper half. This allows you to maintain a light, airy sound while still keeping control of the accents on the downbeat.",https://kennedyviolins.com/blogs/education-center/suzuki-book-4-vivaldi-concerto-in-a-minor-1st-movement-violin-play-along-lesson
245e7c0d9ff8,_general,move thumb forward before using fourth finger for clean balanced finger swing,"violinists need to move their thumb forward before using the fourth finger to enable a clean, balanced finger swing",https://stringsmagazine.com/rethinking-your-approach-to-intonation-on-violin/
a63178eb7d40,ysaye_sonata1_mvt1,"Much double-, treble- and quadruple-stopping, often with one of the constituent notes to be accented","Much double-, treble- and quadruple-stopping, often with one of the constituent notes to be accented; regular bursts of pseudo-Bach, often in chromatic vein",https://www.hyperion-records.co.uk/dc.asp?dc=D_CDA67993
99c09a1b9d94,bach_chaconne,multi-stopping and chords are challenging to say the least,The multi-stopping and chords are challenging to say the least. I must study Heifetz's masterclass,https://rhapsodyinwords.com/2014/09/09/a-study-of-j-s-bachs-baroque-violin-masterpiece-the-chaconne-in-d-minor/
b2862d700139,bach_presto_g_minor_bwv1001,multiple stoppings,"unfaltering facility in matters of digital and rhythmic dexterity and preciseness of pitch, particularly in the multiple stoppings",https://www.laphil.com/musicdb/pieces/3505/sonata-no-1-in-g-minor-for-solo-violin-bwv-1001
93cd7e436398,schoenberg_violin_concerto_mvt1,musical responsibilities...carry the player to the very edge of instrumental brinksmanship,The musical responsibilities it imposes on both fingerboard and bowing techniques carry the player to the very edge of instrumental brinksmanship,https://www.laphil.com/musicdb/pieces/4504/violin-concerto
c7207c28fb65,ysaye_sonata2_mvt1,muted strings of Malinconia,"these monumental signatures share more than a few loops and hooks, exhaling nebulae on the muted strings of ""Malinconia.""",https://ecmreviews.com/2012/03/29/ysaye-sonates/
